title,show_type,episodes,premiered,studios,source,genres,theme,age_rating,score,ranking,popularity_rank
Mamoru Hikitsugu Watashitachi no Kurashi,ONA,1,Spring 2020,"None found, add some",Original,Slice of Life,Music,G - All Ages,5.911,95702,16267
The Little Match Girl,Movie,1,Winter 1972,"None found, add some",Book,Drama,,G - All Ages,5.911,95712,12739
My Melody no Akazukin,Movie,1,Summer 1989,"None found, add some",Unknown,Fantasy,,G - All Ages,5.911,95722,13824
Doodle feat. Yerin Baek,Music,1,Fall 2019,"None found, add some",Original,Romance,Music,G - All Ages,5.911,95732,16882
Osiris no Tenbin,ONA,10,Summer 2015,"None found, add some",Original,"Drama, Supernatural, Suspense",,R - 17+ (violence & profanity),5.911,95742,9807
Petit☆Dream Stars! Let's La Cooking? Showtime!,Movie,1,Fall 2017,Toei Animation,Original,"Fantasy, Slice of Life",,G - All Ages,5.911,95752,12825
Rainbow Signal: Hi-Fi Set,Music,1,,Kaname Productions,Music,"Fantasy, Romance",Music,G - All Ages,5.911,95762,14513
Takamiya Nasuno Desu!: Teekyuu Spin-off Special,Special,1,Summer 2015,Millepensee,Manga,Comedy,,PG-13 - Teens 13 or older,5.911,95772,9401
Tenki no Ko CMs,Special,8,Summer 2019,"Enishiya, FILMONY",Original,Slice of Life,,G - All Ages,5.911,95782,8059
100 Sleeping Princes and the Kingdom of Dreams,TV,12,Summer 2018,Project No.9,Game,"Adventure, Fantasy",Reverse Harem,PG-13 - Teens 13 or older,5.911,95792,4552
Zegapain ADP,Movie,1,Fall 2016,"None found, add some",Original,"Action, Romance, Sci-Fi",Mecha,PG-13 - Teens 13 or older,5.911,95802,8849
Mahjong Hishouden: Naki no Ryuu,OVA,3,Spring 1988,"Gainax, Magic Bus",Manga,"Action, Drama","Organized Crime, Strategy Game",PG-13 - Teens 13 or older,5.901,95812,11560
Luminary Tears,ONA,10,Spring 2019,"None found, add some",Other,Fantasy,,G - All Ages,5.901,95822,13338
Open Your Mind,OVA,1,Spring 2005,"None found, add some",Other,Fantasy,,PG-13 - Teens 13 or older,5.901,95832,8682
Otome Nadeshiko Koi Techou,OVA,1,Winter 2012,Studio Izena,Light novel,,Historical,G - All Ages,5.901,95842,7513
Robot Girls Z: Fukkatsu no Chika Teikoku!? Robot Girls Z vs. Nazo no Sandai Shuyaku Robo!,Special,1,Winter 2018,Directions,Original,Comedy,"Mecha, Parody",PG-13 - Teens 13 or older,5.901,95852,11980
Six God Combination GodMars: The Movie,Movie,1,Winter 1983,"None found, add some",Unknown,"Action, Sci-Fi","Mecha, Space",PG-13 - Teens 13 or older,5.901,95862,12443
Rokushin Gattai GodMars: Juunana-sai no Densetsu,OVA,1,Summer 1988,"None found, add some",Unknown,"Action, Sci-Fi","Mecha, Space",R+ - Mild Nudity,5.901,95872,12132
Selector Infected WIXOSS: Midoriko-san to Piruruku-tan,Special,3,Summer 2014,J.C.Staff,Card game,Comedy,,PG-13 - Teens 13 or older,5.901,95882,5867
Shadow Skill: Kurudaryuu Kousatsuhou no Himitsu,OVA,1,Winter 2004,"None found, add some",Manga,"Adventure, Drama, Fantasy",,PG-13 - Teens 13 or older,5.901,95892,9808
Graduation,OVA,2,Winter 1995,animate Film,Visual novel,Drama,School,PG-13 - Teens 13 or older,5.901,95902,10949
Tooryanse,Music,1,Winter 2014,"None found, add some",Unknown,Supernatural,Music,G - All Ages,5.901,95912,12849
Little Ghostly Adventures Of The Tofu Boy,Movie,1,Spring 2011,"None found, add some",Novel,Comedy,,G - All Ages,5.901,95922,13485
Ultraman M78 Gekijou: Love and Peace,Special,1,Spring 1999,"None found, add some",Other,"Comedy, Sci-Fi","Parody, Space, Super Power",G - All Ages,5.901,95932,13593
Val x Love,TV,12,Fall 2019,Hoods Entertainment,Manga,"Comedy, Romance, Supernatural, Ecchi","Harem, School",R - 17+ (violence & profanity),5.901,95942,1974
Vocaloid China Project Senden Animation,Music,5,Summer 2012,Seven Stone Entertainment,Unknown,Fantasy,Music,G - All Ages,5.901,95952,9173
Welcome to Japari Park,ONA,36,Summer 2018,"None found, add some",Game,"Adventure, Comedy, Fantasy",,PG - Children,5.901,95962,8104
Aharen-san wa Hakarenai Mini,ONA,18,Spring 2022,AQUA ARIS,Manga,Comedy,"Iyashikei, School",PG-13 - Teens 13 or older,5.901,95972,10160
Aloha! Youkai Watch: Rakuen Hawaii de Geragerapou!!,ONA,1,Summer 2015,"None found, add some",Game,"Slice of Life, Supernatural",,G - All Ages,5.901,95982,13066
Backkom Specials,ONA,8,,RG Animation Studios,Original,Comedy,Super Power,G - All Ages,5.901,95992,14303
Barbapapa (1977),TV,48,Spring 1977,Topcraft,Picture book,"Comedy, Fantasy",,PG - Children,5.901,96002,12547
Blame!,ONA,6,Fall 2003,Group TAC,Manga,Sci-Fi,Mecha,R+ - Mild Nudity,5.901,96012,3582
Bouen no March,Music,1,Fall 2018,HOTZIPANG,Original,,Music,G - All Ages,5.901,96022,13976
Cardfight!! Vanguard: overDress,TV,12,Spring 2021,"Kinema Citrus, GIFTanimation, Studio Jemi",Original,Comedy,Strategy Game,PG-13 - Teens 13 or older,5.901,96032,5248
Cheer Danshi!! Recap,Special,1,Summer 2016,Brain's Base,Novel,Sports,"Performing Arts, School",PG-13 - Teens 13 or older,5.901,96042,7821
Chogattai Majutsu Robot Ginguiser,TV,26,Spring 1977,Nippon Animation,Unknown,"Adventure, Sci-Fi",Mecha,PG-13 - Teens 13 or older,5.901,96052,11856
Super Wings,TV,52,Fall 2013,"None found, add some",Original,Adventure,Racing,G - All Ages,5.901,96062,15549
Compiler: Music Clips in Trackdown,Music,6,Fall 1992,"None found, add some",Manga,,Music,R+ - Mild Nudity,5.901,96072,15395
Monster of Nobody,Music,1,Winter 2020,"None found, add some",Original,,Music,G - All Ages,5.901,96082,16979
Deeper,Music,1,Winter 2017,"None found, add some",Original,,Music,PG - Children,5.901,96092,17152
Dongguo Xiaojie,ONA,15,Winter 2017,Haoliners Animation League,Manga,"Adventure, Supernatural","Historical, Mythology",PG-13 - Teens 13 or older,5.901,96102,9285
Eikyuu Kazoku,Movie,1,Spring 1997,Studio 4°C,Original,Comedy,Psychological,PG-13 - Teens 13 or older,5.901,96112,5785
The Dearest,Movie,1,Fall 2011,"None found, add some",Original,Drama,,R - 17+ (violence & profanity),5.901,96122,13914
Gon 2nd Season,TV,26,Spring 2015,Daewon Media,Manga,"Action, Adventure",,G - All Ages,5.901,96132,13349
Shadow of the Cherry Blossoms,ONA,1,,"None found, add some",Original,"Drama, Romance","Historical, Mythology",PG-13 - Teens 13 or older,5.901,96142,9920
Hello Kitty in The Wonderful Sisters,OVA,1,Spring 1993,"None found, add some",Unknown,Fantasy,,G - All Ages,5.901,96152,14201
Heroines Run the Show: The Unpopular Girl and the Secret Task Mini Anime,ONA,6,Spring 2022,Lay-duce,Music,,"Idols (Male), School",PG-13 - Teens 13 or older,5.901,96162,13512
Horizon,Music,1,Winter 2018,"None found, add some",Original,,Music,G - All Ages,5.901,96172,16411
Kaitei Sanman Mile,Movie,1,Summer 1970,Toei Animation,Unknown,"Adventure, Fantasy",,G - All Ages,5.901,96182,12569
Samurai: Hunt for the Sword,OVA,2,Fall 1999,animate Film,Visual novel,"Action, Adventure","Martial Arts, Samurai",PG-13 - Teens 13 or older,5.901,96192,9598
Kemurikusa,ONA,2,Spring 2011,Yaoyorozu,Original,"Action, Adventure, Sci-Fi",,G - All Ages,5.901,96202,10182
The Stolen Lump,Movie,1,Fall 1929,"None found, add some",Other,Comedy,Mythology,G - All Ages,5.901,96212,8837
Licca-chan no Nichiyoubi,OVA,1,Summer 1992,"None found, add some",Unknown,Adventure,Childcare,G - All Ages,5.901,96222,12489
Lupin tai Holmes,Special,1,Spring 1981,Toei Animation,Unknown,Mystery,,None,5.901,96232,12083
Aki Sora,OVA,1,Winter 2010,Hoods Entertainment,Manga,"Romance, Ecchi",,R+ - Mild Nudity,5.891,96242,1641
Atomic World,Movie,1,,"None found, add some",Original,Avant Garde,Music,PG - Children,5.891,96252,14372
Bai Niao,Movie,1,Summer 2017,"None found, add some",Unknown,,,G - All Ages,5.891,96262,13532
Catman Specials,Special,4,,"None found, add some",Unknown,"Comedy, Fantasy, Slice of Life",Anthropomorphic,PG-13 - Teens 13 or older,5.891,96272,12772
Chime,Music,1,Summer 2011,Studio Deen,Unknown,,Music,G - All Ages,5.891,96282,7724
Chou Deneiban SD Gundam Sangokuden Brave Battle Warriors,Movie,1,Winter 2010,Sunrise,Original,Action,"Historical, Mecha",PG - Children,5.891,96292,9794
DušaN,Music,1,Spring 2015,"None found, add some",Original,Avant Garde,"Music, Psychological",PG-13 - Teens 13 or older,5.891,96302,10742
Early Reins,OVA,1,Winter 2003,OLM,Original,"Action, Adventure",,R - 17+ (violence & profanity),5.891,96312,8608
Emerald no Oka,Music,1,Winter 2014,"None found, add some",Original,Drama,Music,G - All Ages,5.891,96322,17419
Fake Style II,Music,1,Summer 2014,"None found, add some",Music,,Music,PG - Children,5.891,96332,13983
Heavy,Movie,1,Spring 1990,"Artland, Nippon Animation",Manga,"Action, Drama, Sports",Combat Sports,R - 17+ (violence & profanity),5.891,96342,12524
Kawazuno Mekaridoki,Music,1,Fall 2016,"None found, add some",Music,,Music,G - All Ages,5.891,96352,15423
Keifuku-san,ONA,1,Winter 2018,Yaoyorozu,Original,Fantasy,,G - All Ages,5.891,96362,9140
Keroppi in The Adventures of Gulliver,OVA,1,Summer 1993,"None found, add some",Book,"Adventure, Fantasy",,G - All Ages,5.891,96372,14382
Kingsglaive: FFXV Fan Kansha Tokubetsu Movie,ONA,1,Winter 2017,"None found, add some",Game,Action,,G - All Ages,5.891,96382,10283
Love and Fever,Music,1,Spring 2012,"None found, add some",Original,,Music,G - All Ages,5.891,96392,15250
L'Œil du cyclone,Music,1,Fall 2015,"None found, add some",Original,Avant Garde,Music,G - All Ages,5.891,96402,12902
Mahou no Tenshi Creamy Mami: Curtain Call,Music,1,Winter 1986,"None found, add some",Unknown,Comedy,Music,G - All Ages,5.891,96412,12602
Paradise of Innocence,OVA,3,Summer 2014,"None found, add some",Manga,"Comedy, Romance, Ecchi",School,PG-13 - Teens 13 or older,5.891,96422,3950
Ninja Batman x Poputepipikku Kindan no Collab CM,Special,1,Spring 2018,Kamikaze Douga,Other,,"Parody, Samurai",PG - Children,5.891,96432,7219
Ninjala 2D Cartoon Anime,ONA,5,Summer 2020,"Studio Hibari, domerica",Game,Action,Martial Arts,G - All Ages,5.891,96442,13981
Otome Chic,Music,1,Fall 2015,"None found, add some",Original,,Music,G - All Ages,5.891,96452,12910
Penguin no Mondai,TV,100,Spring 2008,Shogakukan Music & Digital Entertainment,Manga,Comedy,,G - All Ages,5.891,96462,12697
Welcome to Pia Carrot! Sayaka's Love Story,Movie,1,Fall 2002,I-move,Visual novel,"Comedy, Romance",,PG-13 - Teens 13 or older,5.891,96472,9172
San Ge Heshang,Movie,1,,"None found, add some",Unknown,,Music,G - All Ages,5.891,96482,14003
Seikima II Humane Society: Jinrui Ai ni Michita Shakai,OVA,1,Summer 1992,"Production I.G, animate Film",Original,"Action, Fantasy, Supernatural",Mythology,PG-13 - Teens 13 or older,5.891,96492,12543
Soul Eater NOT!,TV,12,Spring 2014,Bones,Manga,"Action, Comedy, Supernatural, Ecchi",,PG-13 - Teens 13 or older,5.891,96502,1027
Sword Art Online Fatal Bullet: The Third Episode - Pilot-ban,ONA,1,Winter 2018,"None found, add some",Game,,Video Game,PG-13 - Teens 13 or older,5.891,96512,4963
Thermae Romae: Kodai Romajin ga Uchuu e,ONA,1,Spring 2012,DLE,Manga,Comedy,Space,PG-13 - Teens 13 or older,5.891,96522,10811
Time Bokan Series: Zenderman,TV,52,Winter 1979,Tatsunoko Production,Unknown,"Action, Adventure, Comedy, Sci-Fi","Mecha, Super Power",PG-13 - Teens 13 or older,5.891,96532,12057
"Darkness of the Sea, Shadow of the Moon",OVA,3,Fall 1989,"Magic Bus, Visual 80",Manga,"Drama, Horror, Romance",Super Power,R - 17+ (violence & profanity),5.891,96542,10378
Vlad Love,ONA,12,Winter 2021,"Production I.G, Drive",Original,"Comedy, Supernatural","School, Vampire",PG-13 - Teens 13 or older,5.891,96552,3519
The Kind Devil,ONA,1,Winter 2019,Kate Arrow,Picture book,,Mythology,G - All Ages,5.891,96562,16014
Zettai Bouei Leviathan: Mini Takibi Gekijou,Special,13,Summer 2013,Gonzo,Game,"Comedy, Fantasy",,PG-13 - Teens 13 or older,5.891,96572,10059
Jigglypuff's Mini Concert,ONA,1,Spring 2022,"None found, add some",Original,Comedy,,G - All Ages,5.881,96582,16117
Nanairo Kakumei,Special,3,Fall 2015,"None found, add some",Manga,Comedy,School,G - All Ages,5.881,96592,10971
Obsolete,ONA,12,Winter 2020,Buemon,Original,,Mecha,PG-13 - Teens 13 or older,5.881,96602,7250
Rolling☆Girls: Chibi☆Rolling☆Girls Korokoro Gekijou,Special,12,Spring 2015,Wit Studio,Original,Slice of Life,,PG-13 - Teens 13 or older,5.881,96612,8178
Salamander,OVA,3,Winter 1987,Pierrot,Game,"Adventure, Sci-Fi",,PG-13 - Teens 13 or older,5.881,96622,10840
SENGOKUCHOJYUGIGA,TV,13,Winter 2017,ILCA,Original,Supernatural,"Historical, Mythology, Samurai",PG-13 - Teens 13 or older,5.881,96632,9046
Shadowverse,ONA,Unknown,Fall 2015,"None found, add some",Card game,Fantasy,Strategy Game,G - All Ages,5.881,96642,11613
Taisei Kensetsu: Shin Doha Kokusai Kuukou,Special,1,Winter 2009,CoMix Wave Films,Original,Drama,,G - All Ages,5.881,96652,8420
Time Bokan 24,TV,24,Fall 2016,Tatsunoko Production,Original,"Adventure, Comedy",Mecha,PG-13 - Teens 13 or older,5.881,96662,7752
Space Camper Chicchi,ONA,1,Spring 2022,Production +h.,Original,Sci-Fi,,G - All Ages,5.881,96672,15013
Yuki Terai,OVA,6,Summer 2000,"None found, add some",Original,,Music,PG-13 - Teens 13 or older,5.881,96682,13033
AIKa Zero,OVA,3,Summer 2009,Studio Fantasia,Original,"Action, Adventure, Comedy, Ecchi",,R+ - Mild Nudity,5.881,96692,4461
Ane Log: Moyako Neesan no Honpen wo Tobidashite Tomaranai Monologue,OVA,6,Spring 2014,Brain's Base,Manga,"Comedy, Romance, Slice of Life, Ecchi",,PG-13 - Teens 13 or older,5.881,96702,5191
Arifureta: From Commonplace to World's Strongest Season 2 Picture Drama,ONA,12,Winter 2022,"None found, add some",Light novel,"Comedy, Fantasy",,PG-13 - Teens 13 or older,5.881,96712,11695
Avenger,TV,13,Fall 2003,Bee Train,Original,"Adventure, Fantasy, Sci-Fi",,R - 17+ (violence & profanity),5.881,96722,4595
Baku Tech! Bakugan Gachi,TV,39,Spring 2013,"None found, add some",Unknown,Action,Strategy Game,PG - Children,5.881,96732,9954
Black★★Rock Shooter: Dawn Fall,TV,12,Spring 2022,"Bibury Animation Studios, Bibury Animation CG",Other,"Action, Drama",Super Power,PG-13 - Teens 13 or older,5.881,96742,3432
Choco to Watashi,Music,1,Winter 2014,Echoes,Original,,Music,G - All Ages,5.881,96752,16431
Chokotto Anime Kemono Friends 3,ONA,Unknown,Spring 2019,"None found, add some",Game,"Adventure, Comedy, Fantasy",,PG - Children,5.881,96762,10515
Sonic Soldier Borgman: Madnight☆Gigs!,OVA,1,Winter 1989,Production Reed,Other,"Action, Sci-Fi","Music, Mythology",PG-13 - Teens 13 or older,5.881,96772,13421
School Shock,ONA,6,Summer 2015,Haoliners Animation League,Manga,"Action, Comedy, Fantasy, Romance, Sci-Fi","Mecha, School",R - 17+ (violence & profanity),5.881,96782,4645
Curry Meshi x Zombieland Saga,Special,1,Fall 2019,"None found, add some",Original,Supernatural,Music,G - All Ages,5.881,96792,6490
Have a Nice Day,Movie,1,Winter 2018,"None found, add some",Original,Suspense,Psychological,R - 17+ (violence & profanity),5.881,96802,12506
Daisy Blue,Music,1,Winter 2018,"None found, add some",Original,,Music,G - All Ages,5.881,96812,15893
Downloader,Music,1,Spring 2011,Studio Deen,Unknown,,Music,G - All Ages,5.881,96822,7144
Gakuen Handsome: Legend of Sexy,Music,2,Winter 2016,Team YokkyuFuman,Game,Comedy,Music,PG-13 - Teens 13 or older,5.881,96832,10939
Garo: Crimson Moon,TV,23,Fall 2015,MAPPA,Original,"Action, Fantasy, Supernatural",Mythology,PG-13 - Teens 13 or older,5.881,96842,3589
Gunparade Orchestra,TV,24,Fall 2005,Brain's Base,Game,"Drama, Romance, Sci-Fi, Slice of Life","Mecha, Military",PG-13 - Teens 13 or older,5.881,96852,7816
Hayou no Tsurugi: Shikkoku no Mashou,OVA,2,Fall 1992,Magic Bus,Manga,"Fantasy, Supernatural",,R - 17+ (violence & profanity),5.881,96862,13612
Ishida & Asakura,TV,12,Winter 2013,Hotline,Manga,Comedy,School,PG-13 - Teens 13 or older,5.881,96872,4972
Junk Boy,OVA,1,Winter 1988,Madhouse,Manga,"Comedy, Romance, Ecchi",,R+ - Mild Nudity,5.881,96882,6254
Kanashimi no Kodomo-tachi,Music,1,Winter 2020,"None found, add some",Original,,Music,PG-13 - Teens 13 or older,5.871,96892,15608
Aitsu to Lullaby: Suiyobi no Cinderella,Movie,1,Summer 1987,Pierrot,Manga,"Drama, Romance",,PG-13 - Teens 13 or older,5.871,96902,13053
Build Divide: Code White Recap,Special,1,Spring 2022,LIDENFILMS,Mixed media,Fantasy,Strategy Game,PG-13 - Teens 13 or older,5.871,96912,12329
Cleopatra D.C.,OVA,3,Spring 1989,J.C.Staff,Manga,"Action, Adventure, Sci-Fi",,R+ - Mild Nudity,5.871,96922,8880
Doki Doki! Mini Mini! Kakushi Dungeon Gekijou,ONA,14,Winter 2021,"None found, add some",Light novel,"Comedy, Fantasy",,PG-13 - Teens 13 or older,5.871,96932,8261
Dokyuu Hentai HxEros: HxEros Report,Special,1,Summer 2020,Project No.9,Manga,"Action, Comedy, Supernatural, Ecchi",School,R+ - Mild Nudity,5.871,96942,6883
Dr. Slump: New Year Doesn't Come,Special,3,Winter 1992,Toei Animation,Manga,"Comedy, Sci-Fi",Gag Humor,PG-13 - Teens 13 or older,5.871,96952,12512
Giant Robo,Special,1,Summer 2007,OLM,Manga,Action,Mecha,G - All Ages,5.871,96962,12035
Ginga Hyouryuu Vifam: Chicago Super Police 13,Special,1,Fall 1985,"None found, add some",Original,"Action, Comedy","Detective, Parody",PG - Children,5.871,96972,14266
Twilight of the Cockroaches,Movie,1,Fall 1987,"Madhouse, Animation Staff Room",Original,Drama,"Anthropomorphic, Military",PG-13 - Teens 13 or older,5.871,96982,10036
Guilty Gear X,Special,1,Spring 2003,"None found, add some",Game,Action,"Martial Arts, Strategy Game, Super Power",R - 17+ (violence & profanity),5.871,96992,11637
"Hello Kitty, Mimmy and Dear Daniel in the Three Little Pigs",OVA,1,Winter 2002,"None found, add some",Unknown,Fantasy,,G - All Ages,5.871,97002,14559
Hulaing Babies,TV,12,Winter 2019,Fukushima Gaina,Original,"Comedy, Slice of Life",Performing Arts,PG-13 - Teens 13 or older,5.871,97012,8344
Isekai Maou to Shoukan Shoujo no Dorei Majutsu Ω Mini Anime,ONA,18,Spring 2021,"AQUA ARIS, Magma Studio",Light novel,Comedy,Isekai,PG-13 - Teens 13 or older,5.871,97022,8085
sound / phantasma / mirror,Movie,1,Fall 2004,"None found, add some",Unknown,Slice of Life,,G - All Ages,5.871,97032,9298
Kirin Ashita no Calendar,TV,1306,Winter 1980,"None found, add some",Unknown,,Historical,G - All Ages,5.871,97042,13880
Koko ni Iru,ONA,1,,"None found, add some",Unknown,Slice of Life,,G - All Ages,5.871,97052,12516
Kura Sushi,ONA,2,Spring 2014,"None found, add some",Original,Slice of Life,,G - All Ages,5.871,97062,15326
Love♥Love?,TV,9,Spring 2004,"Imagin, Studio Live",Original,"Comedy, Romance, Ecchi",Harem,R+ - Mild Nudity,5.871,97072,4166
Mahou no Tenshi Creamy Mami: Zutto Kitto Motto,Music,1,Spring 1998,Pierrot,Original,"Fantasy, Romance, Sci-Fi","Idols (Female), Music, School",G - All Ages,5.871,97082,12885
Mangirl!: Asobu Henshuu Girl,Special,1,Spring 2013,Doga Kobo,Manga,"Comedy, Slice of Life",CGDCT,PG-13 - Teens 13 or older,5.871,97092,6608
Melty Lancer,OVA,6,Spring 1999,Gonzo,Game,"Adventure, Comedy, Sci-Fi",Space,PG-13 - Teens 13 or older,5.871,97102,9892
Minna Agechau♡,OVA,1,Spring 1987,J.C.Staff,Unknown,"Comedy, Romance, Ecchi",,R+ - Mild Nudity,5.871,97112,9255
Monkey Magic,TV,13,Fall 1998,Group TAC,Novel,"Adventure, Fantasy",,PG - Children,5.871,97122,12391
Paroru's Future Island,Movie,1,Spring 2014,Shin-Ei Animation,Original,"Action, Adventure, Fantasy",,PG - Children,5.871,97132,9143
Piacevole: My Italian Cooking,TV,12,Winter 2017,Zero-G,Web manga,"Comedy, Gourmet, Slice of Life",Workplace,PG-13 - Teens 13 or older,5.871,97142,4757
Scar on the Praeter,TV,13,Winter 2021,GoHands,Mixed media,Action,Super Power,PG-13 - Teens 13 or older,5.871,97152,3518
SENGOKUCHOJYUGIGA,TV,13,Fall 2016,ILCA,Original,Supernatural,"Historical, Mythology, Samurai",PG-13 - Teens 13 or older,5.871,97162,6948
Senyoku no Sigrdrifa: Dai-909 Senjutsu Hime-tai Sentou Kiroku!,Special,1,Fall 2020,A-1 Pictures,Original,Action,Military,PG-13 - Teens 13 or older,5.871,97172,9617
Shin Ikkitousen,TV,3,Spring 2022,Arms,Manga,"Action, Ecchi","Martial Arts, Super Power",R+ - Mild Nudity,5.871,97182,4328
Taisei Kensetsu: Singapore,Special,1,Spring 2018,CoMix Wave Films,Original,Drama,,G - All Ages,5.871,97192,9838
Tetsuwan Atom: Chikyuu Saigo no Hi,Movie,1,Summer 2001,"None found, add some",Unknown,Sci-Fi,Mecha,G - All Ages,5.871,97202,11954
Transformers Superlink Special,Special,1,Fall 2004,Actas,Unknown,"Adventure, Sci-Fi",Mecha,PG-13 - Teens 13 or older,5.871,97212,12124
Utsunomiko,Movie,1,Spring 1989,Nippon Animation,Light novel,"Adventure, Fantasy",Mythology,PG - Children,5.871,97222,12164
Humanoid Monster Bem,TV,26,Winter 2006,Studio Comet,Unknown,"Horror, Supernatural",Mythology,PG-13 - Teens 13 or older,5.871,97232,8879
Cat Eyed Boy,TV,25,Spring 1976,"None found, add some",Manga,"Adventure, Horror, Supernatural",Psychological,G - All Ages,5.871,97242,12387
Mahou Shoujo Lyrical Nanoha A's Picture Drama,Special,1,Fall 2014,"None found, add some",Original,Comedy,Parody,PG-13 - Teens 13 or older,5.861,97252,11325
Mahou Shoujo Lyrical Nanoha Picture Drama,Special,1,Fall 2014,"None found, add some",Original,Comedy,Parody,PG-13 - Teens 13 or older,5.861,97262,11431
Muteking the Dancing Hero,TV,12,Fall 2021,"Tatsunoko Production, Tezuka Productions",Original,"Action, Comedy, Sci-Fi",,PG-13 - Teens 13 or older,5.861,97272,7190
Natsunagu!,TV,12,Winter 2020,IMAGICA Lab.,Original,"Drama, Slice of Life",,PG-13 - Teens 13 or older,5.861,97282,4038
Gandalla: The King of Burning Desert,TV,26,Spring 1998,Production Reed,Original,"Adventure, Drama, Fantasy, Horror, Sci-Fi, Supernatural",Music,PG-13 - Teens 13 or older,5.861,97292,10466
Nyamen,TV,12,Winter 2014,"None found, add some",Unknown,Comedy,,G - All Ages,5.861,97302,11319
Outlanders,OVA,1,Winter 1987,AIC,Manga,"Adventure, Comedy, Sci-Fi, Ecchi",,R - 17+ (violence & profanity),5.861,97312,6465
Pecola,TV,26,Fall 2002,"None found, add some",Unknown,,,G - All Ages,5.861,97322,14067
Puzzle & Dragons CM,ONA,2,Fall 2015,Studio Colorido,Other,,"School, Strategy Game",G - All Ages,5.861,97332,9962
Rio - Rainbow Gate!: Reshuffle,TV,13,Winter 2011,Xebec,Other,"Comedy, Ecchi",Strategy Game,PG-13 - Teens 13 or older,5.861,97342,3127
Samurai Gun Special,Special,1,Summer 2005,Studio Egg,Manga,Action,Historical,R - 17+ (violence & profanity),5.861,97352,12143
"Shachibato! President, It's Time for Battle!",TV,12,Spring 2020,C2C,Game,"Action, Adventure, Fantasy",,PG-13 - Teens 13 or older,5.861,97362,3271
Shippo no Kimochi,Music,1,Summer 1986,"None found, add some",Original,Romance,Music,G - All Ages,5.861,97372,16121
Shukufuku no Campanella Specials,Special,6,Fall 2010,AIC,Unknown,Ecchi,,R+ - Mild Nudity,5.861,97382,8157
Soul Link Special,Special,1,Summer 2006,Picture Magic,Visual novel,"Adventure, Comedy, Romance, Sci-Fi, Ecchi","Military, Space",PG-13 - Teens 13 or older,5.861,97392,9125
Storywriter,Music,1,Fall 2013,"None found, add some",Music,,Music,G - All Ages,5.861,97402,16206
Super Milk-chan,TV,14,Summer 1998,Tokyo Kids,Unknown,"Action, Comedy, Sci-Fi",Parody,R+ - Mild Nudity,5.861,97412,7919
Toilet no Kamisama,Music,1,Fall 2010,"None found, add some",Music,,Music,G - All Ages,5.861,97422,14597
Tono to Issho 1.5,OVA,1,Summer 2010,Gathering,4-koma manga,Comedy,"Historical, Parody, Samurai",PG-13 - Teens 13 or older,5.861,97432,12759
Toshi Densetsu Monogatari Hikiko,OVA,1,Summer 2008,"None found, add some",Original,Horror,,R - 17+ (violence & profanity),5.861,97442,7357
Twinkle World feat. Hatsune Miku,Music,1,Summer 2014,"None found, add some",Original,,Music,G - All Ages,5.861,97452,14191
Yichang Shengwu Jianwenlu Specials,ONA,13,Summer 2019,"None found, add some",Unknown,Comedy,,PG-13 - Teens 13 or older,5.861,97462,13384
Active Raid,TV,12,Winter 2016,Production IMS,Original,"Comedy, Sci-Fi","Detective, Mecha",PG-13 - Teens 13 or older,5.861,97472,2516
Pekkle in the Adventures of Sinbad,OVA,1,Fall 1993,"None found, add some",Unknown,"Adventure, Fantasy",,G - All Ages,5.861,97482,13605
Akuma-kun (Movie),Movie,1,Summer 1989,Toei Animation,Unknown,"Adventure, Fantasy, Horror, Supernatural",,G - All Ages,5.861,97492,12540
Reign: The Conqueror Movie,Movie,1,Fall 2000,Madhouse,Novel,"Action, Adventure, Avant Garde, Mystery, Supernatural","Historical, Military",R - 17+ (violence & profanity),5.861,97502,9639
Amanatsu,Movie,1,Spring 2010,Kamikaze Douga,Original,Sci-Fi,,PG-13 - Teens 13 or older,5.861,97512,9499
Black Jack: Futari no Kuroi Isha - Manner Movie,Movie,1,Winter 2006,"None found, add some",Manga,Comedy,Parody,G - All Ages,5.861,97522,12021
Dibetagurashi: Ahiru no Seikatsu,TV,39,Spring 2013,"None found, add some",Unknown,"Comedy, Slice of Life",,G - All Ages,5.861,97532,12022
Flying Luna Clipper,OVA,1,Fall 1987,"None found, add some",Original,"Avant Garde, Comedy, Ecchi","Music, Parody, Psychological",G - All Ages,5.861,97542,11019
Fushigi na Somera-chan,TV,12,Fall 2015,Seven,4-koma manga,"Comedy, Slice of Life",Gag Humor,PG-13 - Teens 13 or older,5.861,97552,5157
Futarigurashi,TV,36,Spring 1998,"Studio Bogey, Public & Basic",Manga,"Comedy, Romance, Ecchi",,R+ - Mild Nudity,5.861,97562,10535
Spooky Kitaro: The All Seeing Eye,Movie,1,Summer 1980,Toei Animation,Unknown,"Adventure, Comedy, Fantasy, Horror, Supernatural",,G - All Ages,5.861,97572,12085
Gregory Horror Show: The Bloody Karte,Special,12,Spring 2001,Milky Cartoon,Original,"Comedy, Horror, Mystery, Supernatural",Mythology,PG-13 - Teens 13 or older,5.861,97582,11538
Hangyodon in the Emperor's New Clothes,OVA,1,Summer 2001,"None found, add some",Unknown,Fantasy,,G - All Ages,5.861,97592,14857
